#mapping_set_id: https://w3id.org/sssom/commons/mouse-human/mappings/mp_hp_mgi_all.sssom.tsv
#mapping_set_title: All mappings of MP terms to HPO terms generated by MGI
#mapping_set_description: "Consolidated list of all HPO to MP mappings done by MGI. In the comments section the project that was the source of the list is listed. Some terms came from more than one source. The KidsFirst list was a list of HPO terms provided by the KidsFirst team from the set of terms used for patients in their cohorts. The scoliosis, Alzheimer, cleft palate, Down Syndrome, CHARGE Syndrome, Cornelia De Lange Syndrome, and COVID term sets were generated by MGI for symptoms or phenotypes associated with the disease. For the COVID set the references for each sign or symptom are listed in the Other column. Initially the mapping dates for the KidsFirst mappings were not tracked, so these were given the date of when we received the file (5/27/21).  The scoliosis, cleft palate, Down Syndrome, CHARGE Syndrome, and Cornelia De Lange Syndrome sets consist of MP terms that are associated with mouse models of scoliosis. For Down Syndrome, CHARGE Syndrome, and Cornelia De Lange Syndrome HPO terms associated with each disease were also pulled from the HPO files for mapping. The Alzheimer and COVID sets were created by identifying symptoms and signs for patients from the literature then identifying the relevant MP and HP terms and finally mapping the identified terms to terms in the other ontology. Use of skos mappings terms: exact match: MP term is the same as the HPO term, ignoring that the HP term applies only to humans; broad match: HPO term covers more than the MP term, ignoring the species restriction; narrow match: HPO term is more restricted than the MP term; related match: MP term and HPO term share some similarity but would not have a parent-child relation in a shared ontology."
#creator_id:
# - orcid:0000-0003-4606-0597
# - orcid:0000-0002-6490-7723
# - orcid:0000-0003-2307-1226
# - ror:021sy4w91
# - wikidata:Q1951035
#license: https://creativecommons.org/licenses/by/4.0/
#object_source: obo:hp
#subject_source: obo:mp
#curie_map:
# HP: http://purl.obolibrary.org/obo/HP_
# MP: http://purl.obolibrary.org/obo/MP_
# skos: http://www.w3.org/2004/02/skos/core#
# orcid: https://orcid.org/
# ror: https://ror.org/
# wikidata: https://www.wikidata.org/wiki/
# obo: http://purl.obolibrary.org/obo/
# semapv: https://w3id.org/semapv/vocab/
object_id	object_label	predicate_id	confidence	subject_id	subject_label	mapping_justification	author_id	mapping_date	comment	other
HP:0003468	Abnormal vertebral morphology	skos:broadMatch	1	MP:0003049	abnormal lumbar vertebrae morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-28	scoliosis	
HP:0003468	Abnormal vertebral morphology	skos:broadMatch	1	MP:0004610	small vertebrae	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-08-02	scoliosis	
HP:0003468	Abnormal vertebral morphology	skos:broadMatch	1	MP:0006394	abnormal vertebral epiphyseal plate morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis	
HP:0003470	Paralysis	skos:exactMatch	1	MP:0000753	paralysis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32538857
HP:0003546	Exercise intolerance	skos:exactMatch	0.9	MP:0012106	impaired exercise endurance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	https://doi.org/10.1101/2020.10.15.20205054
HP:0003558	Viral infection-induced rhabdomyolysis	skos:broadMatch	1	MP:0031112	rhabdomyolysis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32542129
HP:0003563	Decreased LDL cholesterol concentration	skos:exactMatch	1	MP:0000183	decreased circulating LDL cholesterol level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID; HPO term specifies blood in the definition. Serum vs circulating/blood is the reason for skos:closeMatch rather than skos:exactMatch	PMID:32430154, https://doi.org/10.1101/2020.10.06.20207092
HP:0003565	Elevated erythrocyte sedimentation rate	skos:exactMatch	1	MP:0031063	increased erythrocyte sedimentation rate	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32371463, PMID:32007143
HP:0003572	Low plasma citrulline	skos:exactMatch	0.9	MP:0020837	decreased circulating citrulline level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2023-11-15	COVID; frequent issue of the distinction between circulating/plasma/blood - depending on how the measurement is made these may be skos:exactMatch or may involve additional constituents of the blood, switched to exact, the label states plasma but the text and logical definitions have 'blood'	PMID:32646736
HP:0003645	Prolonged partial thromboplastin time	skos:exactMatch	1	MP:0012359	increased partial thromboplastin time	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32007143, PMID:32311826
HP:0003713	Muscle fiber necrosis	skos:narrowMatch	1	MP:0010632	cardiac muscle necrosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32354800, PMID:32352535
HP:0003750	Increased muscle fatiguability	skos:exactMatch	1	MP:0003646	muscle fatigue	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32464367
HP:0004209	Clinodactyly of the 5th finger	skos:narrowMatch	1	MP:0006253	clinodactyly	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-28	KidsFirst	
HP:0004307	Abnormal anatomic location of the heart	skos:exactMatch	0.8	MP:0006065	abnormal heart position or orientation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; HPO defintion does not mention orientation but child terms include orientation specific ones so I'm assuming these are exact	
HP:0004322	Short stature	skos:relatedMatch	0.9	MP:0001255	decreased body height	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; MP height is defined as shoulder to floor while length is defined as head and trunk neither is quite the same as stature in human which I'm assuming is crown of head to floor	
HP:0004322	Short stature	skos:relatedMatch	0.9	MP:0001258	decreased body length	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst	
HP:0004322	Short stature	skos:narrowMatch	1	MP:0001265	decreased body size	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; includes height, length and weight plus other terms	
HP:0004323	Abnormality of body weight	skos:broadMatch	0.8	MP:0003961	decreased lean body mass	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis; mapping based on definition of HP term An abnormal increase or decrease of weight or an abnormal distribution of mass in the body. primarily the statement about distribution	
HP:0004325	Decreased body weight	skos:exactMatch	1	MP:0001262	decreased body weight	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis	
HP:0004348	Abnormality of bone mineral density	skos:relatedMatch	0.8	MP:0002896	abnormal bone mineralization	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-28	scoliosis; MP term is about the process, HP term is about the morphological outcome, note the MP has a separate term for abnormal bone mineral density	
HP:0004349	Reduced bone mineral density	skos:exactMatch	1	MP:0000063	decreased bone mineral density	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis	
HP:0004349	Reduced bone mineral density	skos:broadMatch	1	MP:0013616	decreased volumetric bone mineral density	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-08-01	scoliosis	
HP:0004383	Hypoplastic left heart	skos:narrowMatch	1	MP:0002740	heart hypoplasia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; child of heart hypoplasia (MP:0002740), 1 existing annotation	
HP:0004408	Abnormality of the sense of smell	skos:narrowMatch	1	MP:0030988	dysosmia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32581854
HP:0004409	Hyposmia	skos:exactMatch	1	MP:0008544	impaired olfaction	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID; MP term exact synonym = hyposmia	PMID:32464367, PMID:32587625
HP:0004415	Pulmonary artery stenosis	skos:exactMatch	1	MP:0010457	pulmonary artery stenosis	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2022-01-25	KidsFirst; MP definition does not specify main pulmonary artery and/or left or right pulmonary artery branches	
HP:0004420	Arterial thrombosis	skos:broadMatch	1	MP:0031157	abnormal arterial thrombosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32425264, PMID:32415579
HP:0004936	Venous thrombosis	skos:broadMatch	1	MP:0031158	abnormal venous thrombosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32415579
HP:0004942	Aortic aneurysm	skos:narrowMatch	0.9	MP:0006278	aortic aneurysm	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-11-15	KidsFirst; uncertainty based on specificity of HPO definition relative to MP definition, usage may not always be exact so I went with narrow	
HP:0004969	Peripheral pulmonary artery stenosis	skos:narrowMatch	1	MP:0010457	pulmonary artery stenosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-28	KidsFirst	
HP:0004970	Ascending tubular aorta aneurysm	skos:narrowMatch	1	MP:0010483	ascending aorta aneurysm	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-28	KidsFirst	
HP:0005107	Abnormal sacrum morphology	skos:narrowMatch	1	MP:0003050	abnormal sacral vertebrae morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-31	KidsFirst	
HP:0005107	Abnormal sacrum morphology	skos:exactMatch	1	MP:0010113	abnormal sacrum morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-28	KidsFirst; MP defintion specifies that the sacrum occurs in humans and tailess primates but we have mouse annotations??? Possibly it would better to map to the more sacral vertebrae term?	
HP:0005108	Abnormal intervertebral disk morphology	skos:exactMatch	1	MP:0004173	abnormal intervertebral disk morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-28	scoliosis	
HP:0005108	Abnormal intervertebral disk morphology	skos:broadMatch	1	MP:0004682	small intervertebral disk	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-08-02	scoliosis	
HP:0005108	Abnormal intervertebral disk morphology	skos:broadMatch	1	MP:0005229	abnormal intervertebral disk development	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-28	scoliosis	
HP:0005108	Abnormal intervertebral disk morphology	skos:broadMatch	1	MP:0006392	abnormal nucleus pulposus morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis	
HP:0005110	Atrial fibrillation	skos:exactMatch	1	MP:0008543	atrial fibrillation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32352535
HP:0005116	Arterial tortuosity	skos:relatedMatch	0.9	MP:0031132	increased artery tortuosity	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; Possibly these could be considered exact, but MP allows for a baseline of tortuosity to exist and the the term covers only an increase relative to some control	
HP:0005133	Right ventricular dilatation	skos:exactMatch	1	MP:0002754	dilated heart right ventricle	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32469253, PMID:32426088
HP:0005160	Total anomalous pulmonary venous return	skos:exactMatch	1	MP:0010441	total anomalous pulmonary venous connection	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-28	KidsFirst	
HP:0005262	Abnormality of the synovia	skos:broadMatch	1	MP:0008148	abnormal sternocostal joint morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis	
HP:0005301	Persistent left superior vena cava	skos:relatedMatch	1	MP:0006064	abnormal superior vena cava morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-28	KidsFirst; MP has a term for abnormal left vena cava superior connection but this lacks a definition so it is unclear how it relates to the HPO term. Ticket https://github.com/mgijax/mammalian-phenotype-ontology/issues/3501	
HP:0005305	Cerebral venous thrombosis	skos:broadMatch	1	MP:0031160	abnormal cerebral venous thrombosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32414532
HP:0005344	Abnormal carotid artery morphology	skos:exactMatch	1	MP:0004181	abnormal carotid artery morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst	
HP:0005415	Decreased proportion of CD8-positive T cells	skos:relatedMatch	1	MP:0008079	decreased CD8-positive, alpha-beta T cell number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32505227, PMID:32379887, PMID:32283159
HP:0005521	Disseminated intravascular coagulation	skos:relatedMatch	1	MP:0031214	hypercoagulability	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32354800
HP:0005561	Abnormality of bone marrow cell morphology	skos:narrowMatch	0.9	MP:0002398	abnormal bone marrow cell morphology/development	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-28	scoliosis; MP term includes developmental cell types that may not be included in the HP term	
HP:0005645	Intervertebral disk calcification	skos:exactMatch	1	MP:0004685	calcified intervertebral disk	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis; MP def has process in the text but is placed under morphology, we should review this, fixed	
HP:0005792	Short humerus	skos:exactMatch	1	MP:0004351	short humerus	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-08-02	scoliosis	
HP:0005815	Supernumerary ribs	skos:narrowMatch	1	MP:0000480	increased number of ribs	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-07-15	KidsFirst; MP specifies greater than normal number while HPO specifies what the normal number is for humans, conceptually these are the same but MP is broader to cover species with a different normal rib number	
HP:0005972	Respiratory acidosis	skos:exactMatch	1	MP:0012550	respiratory acidosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32375488
HP:0006515	Interstitial pneumonitis	skos:exactMatch	1	MP:0001862	interstitial pneumonia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32526193
HP:0006517	Alveolar proteinosis	skos:exactMatch	1	MP:0010998	pulmonary alveolar proteinosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32572155
HP:0006687	Aortic tortuosity	skos:relatedMatch	0.9	MP:0031133	increased aorta tortuosity	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2021-12-20	KidsFirst; Possibly exact but the MP term allows for a baseline of tortuosity to exist and the term covers only an increase relative to some control	
HP:0006704	Abnormal coronary artery morphology	skos:exactMatch	1	MP:0004111	abnormal coronary artery morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst	
HP:0006707	Abnormality of the hepatic vasculature	skos:exactMatch	1	MP:0009820	abnormal liver vasculature morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst	
HP:0006743	Embryonal rhabdomyosarcoma	skos:relatedMatch	1	MP:0002036	increased rhabdomyosarcoma incidence	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-25	KidsFirst	
HP:0007009	Central nervous system degeneration	skos:narrowMatch	1	MP:0002229	neurodegeneration	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; MP has a specific term for peripheral but no term for central, I think Cindy removed most of the peripheral/central terms at one point possibly the peripheral one was missed?	
HP:0007033	Cerebellar dysplasia	skos:narrowMatch	1	MP:0000849	abnormal cerebellum morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-07-15	KidsFirst; While the morphology term has dysplasia as an exact synonym not all of the phenotypes under this term relate to growth or development thus it is broader than the HPO term. Conversely the developmnet term is I think narrower as some phenotypes seen in adults that are the end product of developmental issues will only appear under morphology	
HP:0007033	Cerebellar dysplasia	skos:broadMatch	0.9	MP:0000854	abnormal cerebellum development	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-07-15	KidsFirst	
HP:0007112	temporal cortical atrophy	skos:relatedMatch	0.9	MP:0021008	temporal lobe atrophy	semapv:ManualMappingCuration	orcid:0000-0003-2307-1226	2021-07-29	Alzheimer	
HP:0007222	CNS demyelination	skos:broadMatch	1	MP:0000921	demyelination	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32367205
HP:0007628	Mandibular condyle hypoplasia	skos:exactMatch	1	MP:0030259	mandibular condyloid process hypoplasia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst	
HP:0007633	Bilateral microphthalmos	skos:exactMatch	1	MP:0031290	bilateral microphthalmia	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2021-09-20	KidsFirst; new term, parent would be MP:0001297	
HP:0007970	Congenital ptosis	skos:narrowMatch	1	MP:0001344	blepharoptosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; MP term does not specify congenital	
HP:0008066	Abnormal blistering of the skin	skos:exactMatch	1	MP:0001208	blistering	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32390279
HP:0008081	Pes valgus	skos:exactMatch	1	MP:0031291	pes valgus	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2021-09-20	KidsFirst; new term, parent would be abnormal autopod morphology, need to consider if this would be hindlimb autopod specific	
HP:0008151	Prolonged prothrombin time	skos:exactMatch	1	MP:0012356	increased prothrombin time	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32007143, PMID:32311826
HP:0008165	Decreased helper T cell proportion	skos:relatedMatch	1	MP:0013764	decreased T-helper cell number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID; HPO term is T cell count relative to total number so if some other type of T cell is increased the proportion of T-helper cells may be decreased without a change in the number of T-helper cells	PMID:32161940
HP:0008438	Vertebral arch anomaly	skos:broadMatch	1	MP:0004600	abnormal vertebral transverse process morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis	
HP:0008438	Vertebral arch anomaly	skos:broadMatch	1	MP:0004602	abnormal vertebral articular process morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis	
HP:0008516	Abnormality of the vertebral spinous processes	skos:exactMatch	1	MP:0004601	abnormal vertebral spinous process morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis	
HP:0008551	Microtia	skos:narrowMatch	0.9	MP:0000018	small ears	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; this one just specifies reduced size, can you have reduced size that is not underdevelopment	
HP:0008551	Microtia	skos:exactMatch	1	MP:0030297	outer ear hypoplasia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst	
HP:0008682	Renal tubular epithelial necrosis	skos:broadMatch	1	MP:0004154	renal tubular necrosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID; Publications mentions - frank necrosis, debris composed of necrotic epithelium in tubular lumens, focal acute tubular necrosis; MP term covers all tubule necrosis HP only epithelial necrosis	PMID:32327202, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461690/
HP:0008780	Congenital bilateral hip dislocation	skos:narrowMatch	1	MP:0030796	hip dislocation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-31	KidsFirst	
HP:0009121	Abnormal axial skeleton morphology	skos:exactMatch	1	MP:0002114	abnormal axial skeleton morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-28	scoliosis; note MP def. does not mention ribs and sternum but these are included in the child terms	
HP:0009792	Teratoma	skos:relatedMatch	1	MP:0002627	increased teratoma incidence	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2021-12-20	KidsFirst; HPO does not actually define teratoma whereas MP does	
HP:0009926	Epiphora	skos:exactMatch	1	MP:0001349	epiphora	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32232433
HP:0010296	Ankyloglossia	skos:exactMatch	1	MP:0013264	tongue ankylosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst	
HP:0010305	Absence of the sacrum	skos:relatedMatch	1	MP:0004656	absent sacral vertebrae	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-31	KidsFirst	
HP:0010305	Absence of the sacrum	skos:narrowMatch	1	MP:0010113	abnormal sacrum morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-31	KidsFirst; As the sacrum is formed by fusion of the sacral vertebrae in humans and tailles primates would it be better to map to absent sacral vertebrae	
HP:0010309	Bifid sternum	skos:exactMatch	1	MP:0004320	split sternum	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst	
HP:0010438	Abnormal ventricular septum morphology	skos:exactMatch	1	MP:0000281	abnormal interventricular septum morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst	
HP:0010445	Primum atrial septal defect	skos:exactMatch	1	MP:0010404	ostium primum atrial septal defect	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-25	KidsFirst	
HP:0010448	Colonic atresia	skos:exactMatch	1	MP:0031343	colon atresia	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2021-12-20	KidsFirst; MP term specifies congenital whereas HPO does not specify congenital and uses large intestine in exact synonyms	
HP:0010478	Abnormality of the urachus	skos:exactMatch	0.8	MP:0003616	abnormal urachus morphology	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723|orcid:0000-0003-4606-0597	2021-12-20	KidsFirst; HPO provides no textual definition, placement in HPO would suggest this is morphology but the eq uses quality not morphology	
HP:0010492	Osseous finger syndactyly	skos:narrowMatch	0.8	MP:0008730	fused phalanges	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-25	KidsFirst; MP term is not limited to fingers but given defintions and placement I think MP term is better mapped as broad rather than related	
HP:0010614	Fibroma	skos:relatedMatch	1	MP:0003580	increased fibroma incidence	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2021-12-20	KidsFirst	
HP:0010674	Abnormality of the curvature of the vertebral column	skos:exactMatch	1	MP:0004174	abnormal spine curvature	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis	
HP:0010735	Polyostotic fibrous dysplasia	skos:exactMatch	1	MP:0031350	polyostotic fibrous dysplasia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2022-02-01	KidsFirst; see ticket https://github.com/mgijax/mammalian-phenotype-ontology/issues/3497	
HP:0010773	Partial anomalous pulmonary venous return	skos:exactMatch	1	MP:0010442	partial anomalous pulmonary venous connection	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-02-02	KidsFirst	
HP:0010775	Vascular ring	skos:exactMatch	1	MP:0010466	vascular ring	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723|orcid:0000-0003-4606-0597	2021-07-15	KidsFirst	
HP:0010796	Brainstem glioma	skos:relatedMatch	0.8	MP:0010278	increased glioma incidence	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-02-02	KidsFirst; this is both broad and related, possibly we should add a term for brain glioma incidence to get a closer term	
HP:0010880	Increased nuchal translucency	skos:narrowMatch	1	MP:0012723	abnormal nuchal region morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-02-02	KidsFirst	
HP:0010945	Fetal pyelectasis	skos:narrowMatch	1	MP:0000519	hydronephrosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-01-26	KidsFirst	
HP:0010959	Congenital cystic adenomatoid malformation of the lung	skos:narrowMatch	1	MP:0004880	lung cyst	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-02-02	KidsFirst	
HP:0010960	Bronchopulmonary sequestration	skos:narrowMatch	0.9	MP:0004880	lung cysts	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-05-27	KidsFirst; not inclined to add a new MP term as I think it is likely to be misused but we can if needed	
HP:0011035	Abnormal renal cortex morphology	skos:exactMatch	1	MP:0000521	abnormal kidney cortex morphology	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2021-12-20	KidsFirst	
HP:0011037	Decreased urine output	skos:narrowMatch	1	MP:0003620	oliguria	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID; MP term exact synonym = decreased urine output, however the HPO term covers both decreased and absent while the MP term is only decreased ticket - https://github.com/mgijax/mammalian-phenotype-ontology/issues/3492	PMID:32533197
HP:0011102	Ileal atresia	skos:broadMatch	1	MP:0011879	ileum atresia	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2021-12-20	KidsFirst; The MP term is more narrow as it specifies congenital blockage or absence of the lumen of the ileum	
HP:0011106	Hypovolemia	skos:exactMatch	1	MP:0010128	hypovolemia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32274341
HP:0011112	Abnormality of serum cytokine level	skos:narrowMatch	1	MP:0008553	increased circulating tumor necrosis factor level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2021-12-31	COVID	PMID:31986264, PMID:32387470
HP:0011112	Abnormality of serum cytokine level	skos:broadMatch	1	MP:0010210	abnormal circulating cytokine level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID; HPO definition specifies blood not serum	PMID:32505227, PMID:31986264
HP:0011112	Abnormality of serum cytokine level	skos:narrowMatch	1	MP:0031220	increased circulating CXCL10 level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32360286, PMID:31986264
HP:0011227	Elevated circulating C-reactive protein concentration	skos:exactMatch	1	MP:0031059	increased circulating C-reactive protein level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32368728, PMID:32007143, PMID:32311826, PMID:32531257
HP:0011227	Elevated C-reactive protein level	skos:exactMatch	1	MP:0031059	increased circulating C-reactive protein level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597|orcid:0000-0002-6490-7723	2021-12-31	COVID	PMID:32368728
HP:0011297	Abnormal digit morphology	skos:exactMatch	1	MP:0002110	abnormal digit morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-02-02	KidsFirst	
HP:0011297	Abnormal digit morphology	skos:broadMatch	1	MP:0005306	abnormal phalanx morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-07-29	scoliosis	
HP:0011390	Morphological abnormality of the inner ear	skos:exactMatch	1	MP:0000026	abnormal inner ear morphology	semapv:ManualMappingCuration	orcid:0000-0002-6490-7723	2021-12-20	KidsFirst	
HP:0011420	Age of death	skos:broadMatch	1	MP:0002083	premature death	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2022-08-02	scoliosis	
