p1,p2,cat,label_x,label_y,o1,o2
http://purl.obolibrary.org/obo/MP_0009092,http://purl.obolibrary.org/obo/HP_0040298,lexical,endometrium hyperplasia (MPO),Hyperplasia of the endometrium (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0012882,http://purl.obolibrary.org/obo/MP_0003517,lexical,Hyperplastic labia majora (HPO),enlarged labia majora (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003517,http://purl.obolibrary.org/obo/HP_0012882,lexical,enlarged labia majora (MPO),Hyperplastic labia majora (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0008358,http://purl.obolibrary.org/obo/MP_0030667,lexical,Hyperprolinemia (HPO),increased circulating proline level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030667,http://purl.obolibrary.org/obo/HP_0008358,lexical,increased circulating proline level (MPO),Hyperprolinemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0003527,http://purl.obolibrary.org/obo/MP_0011563,lexical,Hyperprostaglandinuria (HPO),increased urine prostaglandin level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0011563,http://purl.obolibrary.org/obo/HP_0003527,lexical,increased urine prostaglandin level (MPO),Hyperprostaglandinuria (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0002152,http://purl.obolibrary.org/obo/MP_0005568,lexical,Hyperproteinemia (HPO),increased circulating total protein level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0005568,http://purl.obolibrary.org/obo/HP_0002152,lexical,increased circulating total protein level (MPO),Hyperproteinemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0500138,http://purl.obolibrary.org/obo/MP_0030694,lexical,Hyperserinemia (HPO),increased circulating serine level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030694,http://purl.obolibrary.org/obo/HP_0500138,lexical,increased circulating serine level (MPO),Hyperserinemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000316,http://purl.obolibrary.org/obo/MP_0001300,lexical,Hypertelorism (HPO),ocular hypertelorism (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0001300,http://purl.obolibrary.org/obo/HP_0000316,lexical,ocular hypertelorism (MPO),Hypertelorism (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0000231,http://purl.obolibrary.org/obo/HP_0000822,lexical,hypertension (MPO),Hypertension (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000822,http://purl.obolibrary.org/obo/MP_0000231,lexical,Hypertension (HPO),hypertension (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030703,http://purl.obolibrary.org/obo/HP_0003354,lexical,increased circulating threonine level (MPO),Hyperthreoninemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0003354,http://purl.obolibrary.org/obo/MP_0030703,lexical,Hyperthreoninemia (HPO),increased circulating threonine level (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0003296,http://purl.obolibrary.org/obo/MP_0020406,lexical,Hyperthreoninuria (HPO),hyperthreoninuria (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0020406,http://purl.obolibrary.org/obo/HP_0003296,lexical,hyperthreoninuria (MPO),Hyperthreoninuria (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0003502,http://purl.obolibrary.org/obo/HP_0000836,lexical,increased activity of thyroid gland (MPO),Hyperthyroidism (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000836,http://purl.obolibrary.org/obo/MP_0003502,lexical,Hyperthyroidism (HPO),increased activity of thyroid gland (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0001276,http://purl.obolibrary.org/obo/MP_0012052,lexical,Hypertonia (HPO),hypertonicity (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0012052,http://purl.obolibrary.org/obo/HP_0001276,lexical,hypertonicity (MPO),Hypertonia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0000412,http://purl.obolibrary.org/obo/HP_0000998,lexical,excessive hair (MPO),Hypertrichosis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000998,http://purl.obolibrary.org/obo/MP_0000412,lexical,Hypertrichosis (HPO),excessive hair (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0025586,http://purl.obolibrary.org/obo/MP_0006199,lexical,Hypertropia (HPO),hypertropia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0006199,http://purl.obolibrary.org/obo/HP_0025586,lexical,hypertropia (MPO),Hypertropia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0013723,http://purl.obolibrary.org/obo/HP_0003231,lexical,increased circulating tyrosine level (MPO),Hypertyrosinemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0003231,http://purl.obolibrary.org/obo/MP_0013723,lexical,Hypertyrosinemia (HPO),increased circulating tyrosine level (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0002149,http://purl.obolibrary.org/obo/MP_0008821,lexical,Hyperuricemia (HPO),increased blood uric acid level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0008821,http://purl.obolibrary.org/obo/HP_0002149,lexical,increased blood uric acid level (MPO),Hyperuricemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0003149,http://purl.obolibrary.org/obo/MP_0009810,lexical,Hyperuricosuria (HPO),increased urine uric acid level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0009810,http://purl.obolibrary.org/obo/HP_0003149,lexical,increased urine uric acid level (MPO),Hyperuricosuria (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0030727,http://purl.obolibrary.org/obo/HP_0010910,lexical,increased circulating valine level (MPO),Hypervalinemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0010910,http://purl.obolibrary.org/obo/MP_0030727,lexical,Hypervalinemia (HPO),increased circulating valine level (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0002883,http://purl.obolibrary.org/obo/MP_0002320,lexical,Hyperventilation (HPO),hyperventilation (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0002320,http://purl.obolibrary.org/obo/HP_0002883,lexical,hyperventilation (MPO),Hyperventilation (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0011105,http://purl.obolibrary.org/obo/MP_0010127,lexical,Hypervolemia (HPO),hypervolemia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0010127,http://purl.obolibrary.org/obo/HP_0011105,lexical,hypervolemia (MPO),Hypervolemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0011886,http://purl.obolibrary.org/obo/MP_0030933,lexical,Hyphema (HPO),hyphema (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030933,http://purl.obolibrary.org/obo/HP_0011886,lexical,hyphema (MPO),Hyphema (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0500154,http://purl.obolibrary.org/obo/MP_0030674,lexical,Hypoalaninemia (HPO),decreased circulating alanine level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030674,http://purl.obolibrary.org/obo/HP_0500154,lexical,decreased circulating alanine level (MPO),Hypoalaninemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0003073,http://purl.obolibrary.org/obo/MP_0005419,lexical,Hypoalbuminemia (HPO),decreased circulating serum albumin level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0005419,http://purl.obolibrary.org/obo/HP_0003073,lexical,decreased circulating serum albumin level (MPO),Hypoalbuminemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0100493,http://purl.obolibrary.org/obo/MP_0030565,lexical,Hypoammonemia (HPO),decreased circulating ammonia level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030565,http://purl.obolibrary.org/obo/HP_0100493,lexical,decreased circulating ammonia level (MPO),Hypoammonemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0410289,http://purl.obolibrary.org/obo/MP_0008805,lexical,Hypoamylasemia (HPO),decreased circulating amylase level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0008805,http://purl.obolibrary.org/obo/HP_0410289,lexical,decreased circulating amylase level (MPO),Hypoamylasemia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0030662,http://purl.obolibrary.org/obo/HP_0005961,lexical,decreased circulating arginine level (MPO),Hypoargininemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0005961,http://purl.obolibrary.org/obo/MP_0030662,lexical,Hypoargininemia (HPO),decreased circulating arginine level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0000195,http://purl.obolibrary.org/obo/HP_0002901,lexical,decreased circulating calcium level (MPO),Hypocalcemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0002901,http://purl.obolibrary.org/obo/MP_0000195,lexical,Hypocalcemia (HPO),decreased circulating calcium level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0002986,http://purl.obolibrary.org/obo/HP_0003127,lexical,decreased urine calcium level (MPO),Hypocalciuria (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0003127,http://purl.obolibrary.org/obo/MP_0002986,lexical,Hypocalciuria (HPO),decreased urine calcium level (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0012417,http://purl.obolibrary.org/obo/MP_0003032,lexical,Hypocapnia (HPO),hypocapnia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003032,http://purl.obolibrary.org/obo/HP_0012417,lexical,hypocapnia (MPO),Hypocapnia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0003113,http://purl.obolibrary.org/obo/MP_0003020,lexical,Hypochloremia (HPO),decreased circulating chloride level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003020,http://purl.obolibrary.org/obo/HP_0003113,lexical,decreased circulating chloride level (MPO),Hypochloremia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0003146,http://purl.obolibrary.org/obo/MP_0005179,lexical,Hypocholesterolemia (HPO),decreased circulating cholesterol level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0005179,http://purl.obolibrary.org/obo/HP_0003146,lexical,decreased circulating cholesterol level (MPO),Hypocholesterolemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0032231,http://purl.obolibrary.org/obo/MP_0005562,lexical,Hypochromia (HPO),decreased mean corpuscular hemoglobin (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0005562,http://purl.obolibrary.org/obo/HP_0032231,lexical,decreased mean corpuscular hemoglobin (MPO),Hypochromia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0001931,http://purl.obolibrary.org/obo/MP_0008387,lexical,Hypochromic anemia (HPO),hypochromic anemia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0008387,http://purl.obolibrary.org/obo/HP_0001931,lexical,hypochromic anemia (MPO),Hypochromic anemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0004840,http://purl.obolibrary.org/obo/MP_0008388,lexical,Hypochromic microcytic anemia (HPO),hypochromic microcytic anemia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0008388,http://purl.obolibrary.org/obo/HP_0004840,lexical,hypochromic microcytic anemia (MPO),Hypochromic microcytic anemia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0030779,http://purl.obolibrary.org/obo/HP_0012405,lexical,decreased urine citrate level (MPO),Hypocitraturia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0012405,http://purl.obolibrary.org/obo/MP_0030779,lexical,Hypocitraturia (HPO),decreased urine citrate level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0011737,http://purl.obolibrary.org/obo/HP_0025382,lexical,hypodipsia (MPO),Hypodipsia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0025382,http://purl.obolibrary.org/obo/MP_0011737,lexical,Hypodipsia (HPO),hypodipsia (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0500147,http://purl.obolibrary.org/obo/MP_0030710,lexical,Hypoglutaminemia (HPO),decreased circulating glutamine level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030710,http://purl.obolibrary.org/obo/HP_0500147,lexical,decreased circulating glutamine level (MPO),Hypoglutaminemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0001943,http://purl.obolibrary.org/obo/MP_0000189,lexical,Hypoglycemia (HPO),hypoglycemia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0000189,http://purl.obolibrary.org/obo/HP_0001943,lexical,hypoglycemia (MPO),Hypoglycemia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0030656,http://purl.obolibrary.org/obo/HP_0012277,lexical,decreased circulating glycine level (MPO),Hypoglycinemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0012277,http://purl.obolibrary.org/obo/MP_0030656,lexical,Hypoglycinemia (HPO),decreased circulating glycine level (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0000135,http://purl.obolibrary.org/obo/MP_0001116,lexical,Hypogonadism (HPO),small gonad (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0001116,http://purl.obolibrary.org/obo/HP_0000135,lexical,small gonad (MPO),Hypogonadism (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0013371,http://purl.obolibrary.org/obo/HP_0000966,lexical,hypohidrosis (MPO),Hypohidrosis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000966,http://purl.obolibrary.org/obo/MP_0013371,lexical,Hypohidrosis (HPO),hypohidrosis (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0040216,http://purl.obolibrary.org/obo/MP_0002727,lexical,Hypoinsulinemia (HPO),decreased circulating insulin level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0002727,http://purl.obolibrary.org/obo/HP_0040216,lexical,decreased circulating insulin level (MPO),Hypoinsulinemia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0030716,http://purl.obolibrary.org/obo/HP_0500144,lexical,decreased circulating isoleucine level (MPO),Hypoisoleucinemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0500144,http://purl.obolibrary.org/obo/MP_0030716,lexical,Hypoisoleucinemia (HPO),decreased circulating isoleucine level (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0002900,http://purl.obolibrary.org/obo/MP_0004119,lexical,Hypokalemia (HPO),hypokalemia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0004119,http://purl.obolibrary.org/obo/HP_0002900,lexical,hypokalemia (MPO),Hypokalemia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0005156,http://purl.obolibrary.org/obo/HP_0002375,lexical,bradykinesia (MPO),Hypokinesia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0002375,http://purl.obolibrary.org/obo/MP_0005156,lexical,Hypokinesia (HPO),bradykinesia (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0500143,http://purl.obolibrary.org/obo/MP_0030751,lexical,Hypoleucinemia (HPO),decreased circulating leucine level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030751,http://purl.obolibrary.org/obo/HP_0500143,lexical,decreased circulating leucine level (MPO),Hypoleucinemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0500142,http://purl.obolibrary.org/obo/MP_0030719,lexical,Hypolysinemia (HPO),decreased circulating lysine level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030719,http://purl.obolibrary.org/obo/HP_0500142,lexical,decreased circulating lysine level (MPO),Hypolysinemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0002917,http://purl.obolibrary.org/obo/MP_0010093,lexical,Hypomagnesemia (HPO),decreased circulating magnesium level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0010093,http://purl.obolibrary.org/obo/HP_0002917,lexical,decreased circulating magnesium level (MPO),Hypomagnesemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0012609,http://purl.obolibrary.org/obo/MP_0011436,lexical,Hypomagnesiuria (HPO),decreased urine magnesium level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0011436,http://purl.obolibrary.org/obo/HP_0012609,lexical,decreased urine magnesium level (MPO),Hypomagnesiuria (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0030645,http://purl.obolibrary.org/obo/HP_0003658,lexical,decreased circulating methionine level (MPO),Hypomethioninemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0003658,http://purl.obolibrary.org/obo/MP_0030645,lexical,Hypomethioninemia (HPO),decreased circulating methionine level (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0002902,http://purl.obolibrary.org/obo/MP_0005634,lexical,Hyponatremia (HPO),decreased circulating sodium level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0005634,http://purl.obolibrary.org/obo/HP_0002902,lexical,decreased circulating sodium level (MPO),Hyponatremia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0030651,http://purl.obolibrary.org/obo/HP_0500163,lexical,decreased circulating ornithine level (MPO),Hypoornithinemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0500163,http://purl.obolibrary.org/obo/MP_0030651,lexical,Hypoornithinemia (HPO),decreased circulating ornithine level (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0000829,http://purl.obolibrary.org/obo/MP_0003433,lexical,Hypoparathyroidism (HPO),decreased activity of parathyroid (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003433,http://purl.obolibrary.org/obo/HP_0000829,lexical,decreased activity of parathyroid (MPO),Hypoparathyroidism (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0030671,http://purl.obolibrary.org/obo/HP_0500141,lexical,decreased circulating phenylalanine level (MPO),Hypophenylalaninemia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0500141,http://purl.obolibrary.org/obo/MP_0030671,lexical,Hypophenylalaninemia (HPO),decreased circulating phenylalanine level (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0002148,http://purl.obolibrary.org/obo/MP_0000198,lexical,Hypophosphatemia (HPO),decreased circulating phosphate level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0000198,http://purl.obolibrary.org/obo/HP_0002148,lexical,decreased circulating phosphate level (MPO),Hypophosphatemia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0002902,http://purl.obolibrary.org/obo/HP_0012365,lexical,decreased urine phosphate level (MPO),Hypophosphaturia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0012365,http://purl.obolibrary.org/obo/MP_0002902,lexical,Hypophosphaturia (HPO),decreased urine phosphate level (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0001010,http://purl.obolibrary.org/obo/MP_0005408,lexical,Hypopigmentation of the skin (HPO),hypopigmentation (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0005408,http://purl.obolibrary.org/obo/HP_0001010,lexical,hypopigmentation (MPO),Hypopigmentation of the skin (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0003348,http://purl.obolibrary.org/obo/HP_0040075,lexical,hypopituitarism (MPO),Hypopituitarism (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0040075,http://purl.obolibrary.org/obo/MP_0003348,lexical,Hypopituitarism (HPO),hypopituitarism (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0010422,http://purl.obolibrary.org/obo/HP_0004762,lexical,heart right ventricle hypoplasia (MPO),Hypoplasia of right ventricle (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0004762,http://purl.obolibrary.org/obo/MP_0010422,lexical,Hypoplasia of right ventricle (HPO),heart right ventricle hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0005349,http://purl.obolibrary.org/obo/MP_0030892,lexical,Hypoplasia of the epiglottis (HPO),epiglottis hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030892,http://purl.obolibrary.org/obo/HP_0005349,lexical,epiglottis hypoplasia (MPO),Hypoplasia of the epiglottis (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0007676,http://purl.obolibrary.org/obo/MP_0006226,lexical,Hypoplasia of the iris (HPO),iris hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0006226,http://purl.obolibrary.org/obo/HP_0007676,lexical,iris hypoplasia (MPO),Hypoplasia of the iris (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0030274,http://purl.obolibrary.org/obo/MP_0004540,lexical,maxillary retrognathia (MPO),small maxilla (MPO),MP,MP
http://purl.obolibrary.org/obo/MP_0004540,http://purl.obolibrary.org/obo/MP_0030274,lexical,small maxilla (MPO),maxillary retrognathia (MPO),MP,MP
http://purl.obolibrary.org/obo/HP_0009004,http://purl.obolibrary.org/obo/MP_0000734,lexical,Hypoplasia of the musculature (HPO),muscle hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0000734,http://purl.obolibrary.org/obo/HP_0009004,lexical,muscle hypoplasia (MPO),Hypoplasia of the musculature (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0000103,http://purl.obolibrary.org/obo/HP_0004646,lexical,nasal bone hypoplasia (MPO),Hypoplasia of the nasal bone (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0004646,http://purl.obolibrary.org/obo/MP_0000103,lexical,Hypoplasia of the nasal bone (HPO),nasal bone hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0010650,http://purl.obolibrary.org/obo/MP_0004870,lexical,Hypoplasia of the premaxilla (HPO),small premaxilla (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0004870,http://purl.obolibrary.org/obo/HP_0010650,lexical,small premaxilla (MPO),Hypoplasia of the premaxilla (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0004355,http://purl.obolibrary.org/obo/HP_0002984,lexical,short radius (MPO),Hypoplasia of the radius (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0002984,http://purl.obolibrary.org/obo/MP_0004355,lexical,Hypoplasia of the radius (HPO),short radius (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0000778,http://purl.obolibrary.org/obo/MP_0000706,lexical,Hypoplasia of the thymus (HPO),small thymus (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0000706,http://purl.obolibrary.org/obo/HP_0000778,lexical,small thymus (MPO),Hypoplasia of the thymus (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0003022,http://purl.obolibrary.org/obo/MP_0004359,lexical,Hypoplasia of the ulna (HPO),short ulna (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0004359,http://purl.obolibrary.org/obo/HP_0003022,lexical,short ulna (MPO),Hypoplasia of the ulna (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0002637,http://purl.obolibrary.org/obo/MP_0001121,lexical,small uterus (MPO),uterus hypoplasia (MPO),MP,MP
http://purl.obolibrary.org/obo/MP_0001121,http://purl.obolibrary.org/obo/MP_0002637,lexical,uterus hypoplasia (MPO),small uterus (MPO),MP,MP
http://purl.obolibrary.org/obo/HP_0008726,http://purl.obolibrary.org/obo/MP_0008984,lexical,Hypoplasia of the vagina (HPO),vagina hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0008984,http://purl.obolibrary.org/obo/HP_0008726,lexical,vagina hypoplasia (MPO),Hypoplasia of the vagina (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0010485,http://purl.obolibrary.org/obo/HP_0012304,lexical,aortic arch hypoplasia (MPO),Hypoplastic aortic arch (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0012304,http://purl.obolibrary.org/obo/MP_0010485,lexical,Hypoplastic aortic arch (HPO),aortic arch hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0002692,http://purl.obolibrary.org/obo/MP_0030386,lexical,Hypoplastic facial bones (HPO),facial bone hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030386,http://purl.obolibrary.org/obo/HP_0002692,lexical,facial bone hypoplasia (MPO),Hypoplastic facial bones (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0002740,http://purl.obolibrary.org/obo/HP_0001961,lexical,heart hypoplasia (MPO),Hypoplastic heart (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0001961,http://purl.obolibrary.org/obo/MP_0002740,lexical,Hypoplastic heart (HPO),heart hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0008283,http://purl.obolibrary.org/obo/HP_0025517,lexical,small hippocampus (MPO),Hypoplastic hippocampus (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0025517,http://purl.obolibrary.org/obo/MP_0008283,lexical,Hypoplastic hippocampus (HPO),small hippocampus (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0003518,http://purl.obolibrary.org/obo/HP_0000059,lexical,small labia majora (MPO),Hypoplastic labia majora (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000059,http://purl.obolibrary.org/obo/MP_0003518,lexical,Hypoplastic labia majora (HPO),small labia majora (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0005156,http://purl.obolibrary.org/obo/MP_0010647,lexical,Hypoplastic left atrium (HPO),left atrium hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0010647,http://purl.obolibrary.org/obo/HP_0005156,lexical,left atrium hypoplasia (MPO),Hypoplastic left atrium (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0004383,http://purl.obolibrary.org/obo/MP_0010446,lexical,Hypoplastic left heart (HPO),heart left ventricle hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0010446,http://purl.obolibrary.org/obo/HP_0004383,lexical,heart left ventricle hypoplasia (MPO),Hypoplastic left heart (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000050,http://purl.obolibrary.org/obo/MP_0009203,lexical,Hypoplastic male external genitalia (HPO),external male genitalia hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0009203,http://purl.obolibrary.org/obo/HP_0000050,lexical,external male genitalia hypoplasia (MPO),Hypoplastic male external genitalia (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0030035,http://purl.obolibrary.org/obo/HP_0005281,lexical,small nasal bridge (MPO),Hypoplastic nasal bridge (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0005281,http://purl.obolibrary.org/obo/MP_0030035,lexical,Hypoplastic nasal bridge (HPO),small nasal bridge (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0005104,http://purl.obolibrary.org/obo/MP_0030198,lexical,Hypoplastic nasal septum (HPO),nasal septum hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0030198,http://purl.obolibrary.org/obo/HP_0005104,lexical,nasal septum hypoplasia (MPO),Hypoplastic nasal septum (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0005326,http://purl.obolibrary.org/obo/MP_0012258,lexical,Hypoplastic philtrum (HPO),philtrum hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0012258,http://purl.obolibrary.org/obo/HP_0005326,lexical,philtrum hypoplasia (MPO),Hypoplastic philtrum (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0004343,http://purl.obolibrary.org/obo/HP_0000882,lexical,small scapula (MPO),Hypoplastic scapulae (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000882,http://purl.obolibrary.org/obo/MP_0004343,lexical,Hypoplastic scapulae (HPO),small scapula (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0000694,http://purl.obolibrary.org/obo/HP_0006270,lexical,spleen hypoplasia (MPO),Hypoplastic spleen (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0006270,http://purl.obolibrary.org/obo/MP_0000694,lexical,Hypoplastic spleen (HPO),spleen hypoplasia (MPO),HP,MP
